RiesgoNormalizado,CiudadNormalizada,MesFecha,Sector,TrabDep,TrabInd,AccTraCal
3,6,4,8,6,1,0
3,6,4,17,544,160,5
3,6,4,17,4431,1955,33
3,6,4,17,988,190,7
4,6,4,2,142,19,20
4,6,4,3,1326,17,5
4,6,4,3,1772,10,4
4,6,4,4,857,8,3
4,6,4,7,1329,8,11
4,6,4,8,6223,32,29
4,6,4,17,35,13,0
4,6,4,17,7662,1112,19
5,6,4,1,872,84,8
5,6,4,2,441,35,0
5,6,4,3,127,0,0
5,6,4,3,13019,336,89
5,6,4,7,809,26,7
5,6,4,8,8594,246,64
5,6,4,8,1412,28,8
5,6,4,17,35,0,2
5,6,4,17,209,69,0
5,6,4,17,154,7,0
1,6,5,1,4091,155,12
1,6,5,2,246,731,1
1,6,5,3,7743,96,22
1,6,5,4,5776,881,15
1,6,5,5,3882,32,2
1,6,5,6,908,2,7
1,6,5,7,79,0,0
1,6,5,8,12425,374,10
1,6,5,9,693,2,0
1,6,5,17,4375,895,3
1,6,5,17,689,124,0
1,6,5,17,215,166,0
2,6,5,1,1386,3,11
2,6,5,2,5033,44,65
2,6,5,3,2682,43,14
2,6,5,3,51,0,0
2,6,5,5,280,0,0
2,6,5,6,2664,79,13
2,6,5,7,708,4,0
2,6,5,8,2664,309,28
2,6,5,8,160,1,3
2,6,5,17,527,558,2
2,6,5,17,467,16,1
2,6,5,17,400,5,2
3,6,5,2,1426,51,10
3,6,5,3,2621,22,12
3,6,5,3,525,11,4
3,6,5,4,800,22,9
3,6,5,6,68,1,0
3,6,5,7,6069,128,33
3,6,5,8,703,29,5
3,6,5,8,1,0,0
3,6,5,8,6,1,1
3,6,5,17,562,201,7
3,6,5,17,4547,1872,43
3,6,5,17,993,187,0
4,6,5,2,1388,19,16
4,6,5,3,1341,14,6
4,6,5,3,1812,7,3
4,6,5,4,867,9,4
4,6,5,7,1331,7,9
4,6,5,8,5962,33,15
4,6,5,17,37,13,0
4,6,5,17,8277,1132,18
5,6,5,1,873,85,4
5,6,5,2,569,42,2
5,6,5,3,142,0,0
5,6,5,3,12869,300,103
5,6,5,7,769,23,5
5,6,5,8,8861,240,69
5,6,5,8,1427,35,10
5,6,5,17,35,0,0
5,6,5,17,208,70,1
5,6,5,17,301,7,0
1,6,6,1,4233,1262,10
1,6,6,2,251,389,1
1,6,6,3,7656,94,13
1,6,6,4,5287,925,12
1,6,6,5,3759,32,9
1,6,6,6,842,3,2
1,6,6,7,80,0,0
1,6,6,8,12523,368,6
1,6,6,9,690,2,2
1,6,6,17,4612,863,6
1,6,6,17,687,104,2
1,6,6,17,212,173,1
2,6,6,1,1386,4,7
2,6,6,2,5032,42,61
2,6,6,3,2682,51,9
2,6,6,3,47,0,0
2,6,6,5,244,0,0
2,6,6,6,3022,12,8
2,6,6,7,691,5,0
2,6,6,8,234,310,18
2,6,6,8,103,1,2
2,6,6,17,578,533,3
2,6,6,17,479,11,2
2,6,6,17,401,4,0
3,6,6,2,1447,53,4
3,6,6,3,2707,21,17
3,6,6,3,509,7,0
3,6,6,4,859,19,5
3,6,6,6,78,1,1
3,6,6,7,6019,134,19
3,6,6,8,709,51,7
3,6,6,8,2,0,0
3,6,6,8,6,0,0
3,6,6,17,556,183,0
3,6,6,17,4574,2056,41
3,6,6,17,986,185,4
4,6,6,2,138,20,17
4,6,6,3,1418,15,9
4,6,6,3,1831,8,6
4,6,6,4,880,9,9
4,6,6,7,1194,7,5
4,6,6,8,607,36,11
4,6,6,17,55,18,2
4,6,6,17,8109,1153,22
5,6,6,1,904,86,7
5,6,6,2,570,43,0
5,6,6,3,143,0,0
5,6,6,3,12845,300,85
5,6,6,7,827,28,4
5,6,6,8,8609,223,50
5,6,6,8,1467,49,6
5,6,6,17,35,1,0
5,6,6,17,212,79,1
5,6,6,17,298,5,1
